"Time","Pump 1 current"
2022-04-17 12:00:00,8.25
2022-04-17 13:00:00,5.24
2022-04-17 14:00:00,8.94
2022-04-17 15:00:00,6.89
2022-04-17 16:00:00,6.77
2022-04-17 17:00:00,8.36
2022-04-17 18:00:00,5.99
2022-04-17 19:00:00,6.61
2022-04-17 20:00:00,5.77
2022-04-17 21:00:00,8.69
2022-04-17 22:00:00,12.8
2022-04-17 23:00:00,10.4
2022-04-18 00:00:00,11.5
2022-04-18 01:00:00,6.56
2022-04-18 02:00:00,5.86
2022-04-18 03:00:00,8.20
2022-04-18 04:00:00,6.27
2022-04-18 05:00:00,4.63
2022-04-18 06:00:00,5.22
2022-04-18 07:00:00,3.34
2022-04-18 08:00:00,7.70
2022-04-18 09:00:00,9.09
2022-04-18 10:00:00,10.7
2022-04-18 11:00:00,11.1
2022-04-18 12:00:00,8.59
2022-04-18 13:00:00,9.80
2022-04-18 14:00:00,6.46
2022-04-18 15:00:00,5.89
2022-04-18 16:00:00,8.81
2022-04-18 17:00:00,12.2
2022-04-18 18:00:00,10.8
2022-04-18 19:00:00,6.27
2022-04-18 20:00:00,9.08
2022-04-18 21:00:00,10.6
2022-04-18 22:00:00,11.0
2022-04-18 23:00:00,11.1
2022-04-19 00:00:00,7.59
2022-04-19 01:00:00,7.57
2022-04-19 02:00:00,10.2
2022-04-19 03:00:00,2.96
2022-04-19 04:00:00,4.03
2022-04-19 05:00:00,5.94
2022-04-19 06:00:00,6.49
2022-04-19 07:00:00,5.81
2022-04-19 08:00:00,6.64
2022-04-19 09:00:00,8.96
2022-04-19 10:00:00,6.64
2022-04-19 11:00:00,8.61
2022-04-19 12:00:00,5.27
2022-04-19 13:00:00,9.00
2022-04-19 14:00:00,6.30
2022-04-19 15:00:00,7.59
2022-04-19 16:00:00,8.28
2022-04-19 17:00:00,5.61
2022-04-19 18:00:00,5.06
2022-04-19 19:00:00,8.22
2022-04-19 20:00:00,8.32
2022-04-19 21:00:00,10.4
2022-04-19 22:00:00,13.9
2022-04-19 23:00:00,10.8
2022-04-20 00:00:00,8.66
2022-04-20 01:00:00,7.57
2022-04-20 02:00:00,15.1
2022-04-20 03:00:00,3.02
2022-04-20 04:00:00,6.77
2022-04-20 05:00:00,4.21
2022-04-20 06:00:00,6.01
2022-04-20 07:00:00,8.40
2022-04-20 08:00:00,11.8
2022-04-20 09:00:00,7.43
2022-04-20 10:00:00,6.69
2022-04-20 11:00:00,9.09
2022-04-20 12:00:00,8.39
2022-04-20 13:00:00,5.88
2022-04-20 14:00:00,5.99
2022-04-20 15:00:00,5.58
2022-04-20 16:00:00,6.93
2022-04-20 17:00:00,7.46
2022-04-20 18:00:00,6.73
2022-04-20 19:00:00,6.93
2022-04-20 20:00:00,3.54
2022-04-20 21:00:00,8.74
2022-04-20 22:00:00,12.7
2022-04-20 23:00:00,10.1
2022-04-21 00:00:00,9.18
2022-04-21 01:00:00,9.42
2022-04-21 02:00:00,8.28
2022-04-21 03:00:00,5.13
2022-04-21 04:00:00,8.76
2022-04-21 05:00:00,7.11
2022-04-21 06:00:00,5.18
2022-04-21 07:00:00,8.74
2022-04-21 08:00:00,7.30
2022-04-21 09:00:00,6.64
2022-04-21 10:00:00,6.74
2022-04-21 11:00:00,9.91
2022-04-21 12:00:00,8.64
2022-04-21 13:00:00,6.16
2022-04-21 14:00:00,5.68
2022-04-21 15:00:00,10.9
2022-04-21 16:00:00,8.52
2022-04-21 17:00:00,6.07
2022-04-21 18:00:00,8.91
2022-04-21 19:00:00,5.25
2022-04-21 20:00:00,7.66
2022-04-21 21:00:00,10.7
2022-04-21 22:00:00,11.9
2022-04-21 23:00:00,8.71
2022-04-22 00:00:00,8.80
2022-04-22 01:00:00,5.98
2022-04-22 02:00:00,6.27
2022-04-22 03:00:00,5.16
2022-04-22 04:00:00,3.78
2022-04-22 05:00:00,6.25
2022-04-22 06:00:00,9.33
2022-04-22 07:00:00,7.31
2022-04-22 08:00:00,7.96
2022-04-22 09:00:00,5.78
2022-04-22 10:00:00,7.70
2022-04-22 11:00:00,4.73
2022-04-22 12:00:00,5.64
2022-04-22 13:00:00,6.19
2022-04-22 14:00:00,6.75
2022-04-22 15:00:00,7.93
2022-04-22 16:00:00,8.02
2022-04-22 17:00:00,7.23
2022-04-22 18:00:00,7.09
2022-04-22 19:00:00,5.07
2022-04-22 20:00:00,4.96
2022-04-22 21:00:00,8.47
2022-04-22 22:00:00,9.02
2022-04-22 23:00:00,10.1
2022-04-23 00:00:00,11.1
2022-04-23 01:00:00,7.18
2022-04-23 02:00:00,6.65
2022-04-23 03:00:00,8.29
2022-04-23 04:00:00,6.83
2022-04-23 05:00:00,5.24
2022-04-23 06:00:00,6.24
2022-04-23 07:00:00,10.7
2022-04-23 08:00:00,8.77
2022-04-23 09:00:00,8.51
2022-04-23 10:00:00,6.84
2022-04-23 11:00:00,11.1
2022-04-23 12:00:00,7.85
2022-04-23 13:00:00,5.06
2022-04-23 14:00:00,5.47
2022-04-23 15:00:00,6.34
2022-04-23 16:00:00,15.3
2022-04-23 17:00:00,10.3
2022-04-23 18:00:00,6.11
2022-04-23 19:00:00,9.52
2022-04-23 20:00:00,9.94
2022-04-23 21:00:00,5.74
2022-04-23 22:00:00,12.9
2022-04-23 23:00:00,8.90
2022-04-24 00:00:00,7.21
2022-04-24 01:00:00,9.61
2022-04-24 02:00:00,6.18
2022-04-24 03:00:00,5.41
2022-04-24 04:00:00,8.21
2022-04-24 05:00:00,3.37
2022-04-24 06:00:00,5.43
2022-04-24 07:00:00,7.10
2022-04-24 08:00:00,6.47
2022-04-24 09:00:00,6.18
2022-04-24 10:00:00,7.58
2022-04-24 11:00:00,10.9
2022-04-24 12:00:00,10.3
2022-04-24 13:00:00,5.37
2022-04-24 14:00:00,4.44
2022-04-24 15:00:00,9.10
2022-04-24 16:00:00,8.04
2022-04-24 17:00:00,8.03
2022-04-24 18:00:00,4.93
2022-04-24 19:00:00,9.78
2022-04-24 20:00:00,8.30
2022-04-24 21:00:00,9.70
2022-04-24 22:00:00,12.9
2022-04-24 23:00:00,11.8
2022-04-25 00:00:00,9.15
2022-04-25 01:00:00,6.93
2022-04-25 02:00:00,6.17
2022-04-25 03:00:00,6.45
2022-04-25 04:00:00,3.74
2022-04-25 05:00:00,6.36
2022-04-25 06:00:00,8.55
2022-04-25 07:00:00,7.08
2022-04-25 08:00:00,12.9
2022-04-25 09:00:00,5.87
2022-04-25 10:00:00,5.76
2022-04-25 11:00:00,6.22
2022-04-25 12:00:00,9.04
2022-04-25 13:00:00,8.96
2022-04-25 14:00:00,6.81
2022-04-25 15:00:00,6.37
2022-04-25 16:00:00,7.41
2022-04-25 17:00:00,6.28
2022-04-25 18:00:00,6.95
2022-04-25 19:00:00,6.36
2022-04-25 20:00:00,11.0
2022-04-25 21:00:00,7.67
2022-04-25 22:00:00,11.5
2022-04-25 23:00:00,7.05
2022-04-26 00:00:00,7.44
2022-04-26 01:00:00,9.58
2022-04-26 02:00:00,7.67
2022-04-26 03:00:00,3.62
2022-04-26 04:00:00,7.33
2022-04-26 05:00:00,3.17
2022-04-26 06:00:00,10.1
2022-04-26 07:00:00,11.5
2022-04-26 08:00:00,9.25
2022-04-26 09:00:00,10.9
2022-04-26 10:00:00,7.46
2022-04-26 11:00:00,7.93
2022-04-26 12:00:00,11.5
2022-04-26 13:00:00,5.95
2022-04-26 14:00:00,7.43
2022-04-26 15:00:00,7.16
2022-04-26 16:00:00,9.90
2022-04-26 17:00:00,9.85
2022-04-26 18:00:00,9.81
2022-04-26 19:00:00,5.60
2022-04-26 20:00:00,5.79
2022-04-26 21:00:00,7.85
2022-04-26 22:00:00,9.52
2022-04-26 23:00:00,9.68
2022-04-27 00:00:00,8.63
2022-04-27 01:00:00,9.68
2022-04-27 02:00:00,5.35
2022-04-27 03:00:00,5.26
2022-04-27 04:00:00,5.25
2022-04-27 05:00:00,8.74
2022-04-27 06:00:00,6.09
2022-04-27 07:00:00,8.54
2022-04-27 08:00:00,10.1
2022-04-27 09:00:00,10.4
2022-04-27 10:00:00,9.10
2022-04-27 11:00:00,8.92
2022-04-27 12:00:00,9.38
2022-04-27 13:00:00,10.1
2022-04-27 14:00:00,6.28
2022-04-27 15:00:00,8.04
2022-04-27 16:00:00,7.50
2022-04-27 17:00:00,7.61
2022-04-27 18:00:00,9.13
2022-04-27 19:00:00,5.56
2022-04-27 20:00:00,8.47
2022-04-27 21:00:00,8.17
2022-04-27 22:00:00,13.6
2022-04-27 23:00:00,8.36
2022-04-28 00:00:00,9.14
2022-04-28 01:00:00,7.97
2022-04-28 02:00:00,9.69
2022-04-28 03:00:00,3.54
2022-04-28 04:00:00,4.28
2022-04-28 05:00:00,6.84
2022-04-28 06:00:00,4.47
2022-04-28 07:00:00,10.4
2022-04-28 08:00:00,9.94
2022-04-28 09:00:00,7.49
2022-04-28 10:00:00,4.75
2022-04-28 11:00:00,9.58
2022-04-28 12:00:00,4.87
2022-04-28 13:00:00,6.47
2022-04-28 14:00:00,6.28
2022-04-28 15:00:00,11.2
2022-04-28 16:00:00,11.5
2022-04-28 17:00:00,10.6
2022-04-28 18:00:00,8.60
2022-04-28 19:00:00,9.81
2022-04-28 20:00:00,7.45
2022-04-28 21:00:00,8.54
2022-04-28 22:00:00,12.9
2022-04-28 23:00:00,8.27
2022-04-29 00:00:00,8.51
2022-04-29 01:00:00,12.3
2022-04-29 02:00:00,8.58
2022-04-29 03:00:00,8.56
2022-04-29 04:00:00,3.79
2022-04-29 05:00:00,10.7
2022-04-29 06:00:00,9.51
2022-04-29 07:00:00,7.93
2022-04-29 08:00:00,8.14
2022-04-29 09:00:00,7.72
2022-04-29 10:00:00,7.07
2022-04-29 11:00:00,7.19
2022-04-29 12:00:00,6.17
2022-04-29 13:00:00,6.58
2022-04-29 14:00:00,8.56
2022-04-29 15:00:00,8.54
2022-04-29 16:00:00,6.26
2022-04-29 17:00:00,6.29
2022-04-29 18:00:00,7.43
2022-04-29 19:00:00,6.60
2022-04-29 20:00:00,11.2
2022-04-29 21:00:00,10.4
2022-04-29 22:00:00,15.4
2022-04-29 23:00:00,8.83
2022-04-30 00:00:00,10.9
2022-04-30 01:00:00,9.10
2022-04-30 02:00:00,4.34
2022-04-30 03:00:00,5.31
2022-04-30 04:00:00,6.22
2022-04-30 05:00:00,3.75
2022-04-30 06:00:00,9.64
2022-04-30 07:00:00,9.33
2022-04-30 08:00:00,7.53
2022-04-30 09:00:00,7.74
2022-04-30 10:00:00,8.88
2022-04-30 11:00:00,7.46
2022-04-30 12:00:00,5.81
2022-04-30 13:00:00,6.01
2022-04-30 14:00:00,6.36
2022-04-30 15:00:00,10.5
2022-04-30 16:00:00,10.7
2022-04-30 17:00:00,7.66
2022-04-30 18:00:00,8.06
2022-04-30 19:00:00,9.49
2022-04-30 20:00:00,7.71
2022-04-30 21:00:00,5.85
2022-04-30 22:00:00,10.1
2022-04-30 23:00:00,5.66
2022-05-01 00:00:00,11.0
2022-05-01 01:00:00,9.08
2022-05-01 02:00:00,5.04
2022-05-01 03:00:00,3.13
2022-05-01 04:00:00,6.96
2022-05-01 05:00:00,3.13
2022-05-01 06:00:00,6.24
2022-05-01 07:00:00,7.72
2022-05-01 08:00:00,9.01
2022-05-01 09:00:00,7.98
2022-05-01 10:00:00,8.76
2022-05-01 11:00:00,7.24
2022-05-01 12:00:00,9.06
2022-05-01 13:00:00,6.55
2022-05-01 14:00:00,7.36
2022-05-01 15:00:00,9.89
2022-05-01 16:00:00,8.39
2022-05-01 17:00:00,11.9
2022-05-01 18:00:00,11.3
2022-05-01 19:00:00,13.6
2022-05-01 20:00:00,8.16
2022-05-01 21:00:00,8.35
2022-05-01 22:00:00,6.61
2022-05-01 23:00:00,7.53
2022-05-02 00:00:00,8.27
2022-05-02 01:00:00,9.26
2022-05-02 02:00:00,4.09
2022-05-02 03:00:00,3.93
2022-05-02 04:00:00,4.51
2022-05-02 05:00:00,9.88
2022-05-02 06:00:00,8.22
2022-05-02 07:00:00,9.28
2022-05-02 08:00:00,7.52
2022-05-02 09:00:00,9.33
2022-05-02 10:00:00,8.48
2022-05-02 11:00:00,4.75
2022-05-02 12:00:00,5.75
2022-05-02 13:00:00,7.51
2022-05-02 14:00:00,7.68
2022-05-02 15:00:00,6.64
2022-05-02 16:00:00,9.06
2022-05-02 17:00:00,7.26
2022-05-02 18:00:00,6.14
2022-05-02 19:00:00,6.38
2022-05-02 20:00:00,5.37
2022-05-02 21:00:00,8.20
2022-05-02 22:00:00,6.86
2022-05-02 23:00:00,6.67
2022-05-03 00:00:00,5.49
2022-05-03 01:00:00,9.69
2022-05-03 02:00:00,6.25
2022-05-03 03:00:00,2.50
2022-05-03 04:00:00,4.36
2022-05-03 05:00:00,9.98
2022-05-03 06:00:00,5.88
2022-05-03 07:00:00,10.6
2022-05-03 08:00:00,9.53
2022-05-03 09:00:00,8.82
2022-05-03 10:00:00,10.6
2022-05-03 11:00:00,9.33
2022-05-03 12:00:00,9.91
2022-05-03 13:00:00,6.34
2022-05-03 14:00:00,11.1
2022-05-03 15:00:00,5.73
2022-05-03 16:00:00,7.49
2022-05-03 17:00:00,9.01
2022-05-03 18:00:00,5.20
2022-05-03 19:00:00,5.86
2022-05-03 20:00:00,7.70
2022-05-03 21:00:00,5.78
2022-05-03 22:00:00,12.6
2022-05-03 23:00:00,11.9
2022-05-04 00:00:00,9.92
2022-05-04 01:00:00,3.88
2022-05-04 02:00:00,5.75
2022-05-04 03:00:00,7.31
2022-05-04 04:00:00,4.89
2022-05-04 05:00:00,4.92
2022-05-04 06:00:00,8.51
2022-05-04 07:00:00,7.21
2022-05-04 08:00:00,8.08
2022-05-04 09:00:00,9.92
2022-05-04 10:00:00,6.54
2022-05-04 11:00:00,10.8
2022-05-04 12:00:00,8.56
2022-05-04 13:00:00,9.11
2022-05-04 14:00:00,5.91
2022-05-04 15:00:00,6.16
2022-05-04 16:00:00,6.69
2022-05-04 17:00:00,7.98
2022-05-04 18:00:00,7.96
2022-05-04 19:00:00,10.7
2022-05-04 20:00:00,5.72
2022-05-04 21:00:00,6.08
2022-05-04 22:00:00,12.5
2022-05-04 23:00:00,12.1
2022-05-05 00:00:00,8.30
2022-05-05 01:00:00,5.29
2022-05-05 02:00:00,8.15
2022-05-05 03:00:00,4.55
2022-05-05 04:00:00,4.10
2022-05-05 05:00:00,3.68
2022-05-05 06:00:00,6.10
2022-05-05 07:00:00,8.26
2022-05-05 08:00:00,5.87
2022-05-05 09:00:00,6.66
2022-05-05 10:00:00,6.28
2022-05-05 11:00:00,6.54
2022-05-05 12:00:00,10.9
2022-05-05 13:00:00,6.35
2022-05-05 14:00:00,3.90
2022-05-05 15:00:00,9.30
2022-05-05 16:00:00,7.05
2022-05-05 17:00:00,5.89
2022-05-05 18:00:00,5.92
2022-05-05 19:00:00,8.40
2022-05-05 20:00:00,5.22
2022-05-05 21:00:00,9.52
2022-05-05 22:00:00,13.5
2022-05-05 23:00:00,7.28
2022-05-06 00:00:00,9.96
2022-05-06 01:00:00,3.69
2022-05-06 02:00:00,7.99
2022-05-06 03:00:00,5.80
2022-05-06 04:00:00,3.74
2022-05-06 05:00:00,4.52
2022-05-06 06:00:00,6.40
2022-05-06 07:00:00,7.59
2022-05-06 08:00:00,6.85
2022-05-06 09:00:00,6.83
2022-05-06 10:00:00,7.06
2022-05-06 11:00:00,5.05
2022-05-06 12:00:00,8.31
2022-05-06 13:00:00,5.32
2022-05-06 14:00:00,7.02
2022-05-06 15:00:00,7.31
2022-05-06 16:00:00,9.08
2022-05-06 17:00:00,9.11
2022-05-06 18:00:00,7.05
2022-05-06 19:00:00,10.3
2022-05-06 20:00:00,10.9
2022-05-06 21:00:00,6.34
2022-05-06 22:00:00,12.1
2022-05-06 23:00:00,10.1
2022-05-07 00:00:00,9.34
2022-05-07 01:00:00,8.47
2022-05-07 02:00:00,3.58
2022-05-07 03:00:00,7.89
2022-05-07 04:00:00,4.23
2022-05-07 05:00:00,4.16
2022-05-07 06:00:00,4.55
2022-05-07 07:00:00,5.66
2022-05-07 08:00:00,7.67
2022-05-07 09:00:00,7.98
2022-05-07 10:00:00,7.42
2022-05-07 11:00:00,9.08
2022-05-07 12:00:00,8.33
2022-05-07 13:00:00,7.25
2022-05-07 14:00:00,7.63
2022-05-07 15:00:00,8.32
2022-05-07 16:00:00,6.45
2022-05-07 17:00:00,7.71
2022-05-07 18:00:00,7.68
2022-05-07 19:00:00,8.06
2022-05-07 20:00:00,9.10
2022-05-07 21:00:00,9.14
2022-05-07 22:00:00,13.9
2022-05-07 23:00:00,7.94
2022-05-08 00:00:00,9.04
2022-05-08 01:00:00,11.3
2022-05-08 02:00:00,5.68
2022-05-08 03:00:00,6.69
2022-05-08 04:00:00,3.94
2022-05-08 05:00:00,6.29
2022-05-08 06:00:00,3.99
2022-05-08 07:00:00,8.82
2022-05-08 08:00:00,12.2
2022-05-08 09:00:00,10.1
2022-05-08 10:00:00,8.79
2022-05-08 11:00:00,9.12
2022-05-08 12:00:00,7.11
2022-05-08 13:00:00,9.07
2022-05-08 14:00:00,7.25
2022-05-08 15:00:00,9.18
2022-05-08 16:00:00,8.29
2022-05-08 17:00:00,9.47
2022-05-08 18:00:00,12.3
2022-05-08 19:00:00,7.21
2022-05-08 20:00:00,7.21
2022-05-08 21:00:00,4.73
2022-05-08 22:00:00,15.3
2022-05-08 23:00:00,12.1
2022-05-09 00:00:00,8.82
2022-05-09 01:00:00,5.30
2022-05-09 02:00:00,11.5
2022-05-09 03:00:00,4.78
2022-05-09 04:00:00,6.57
2022-05-09 05:00:00,4.68
2022-05-09 06:00:00,7.71
2022-05-09 07:00:00,8.57
2022-05-09 08:00:00,7.14
2022-05-09 09:00:00,7.36
2022-05-09 10:00:00,10.9
2022-05-09 11:00:00,6.61
2022-05-09 12:00:00,8.05
2022-05-09 13:00:00,10.6
2022-05-09 14:00:00,7.96
2022-05-09 15:00:00,8.72
2022-05-09 16:00:00,11.0
2022-05-09 17:00:00,7.68
2022-05-09 18:00:00,5.31
2022-05-09 19:00:00,6.32
2022-05-09 20:00:00,6.42
2022-05-09 21:00:00,6.89
2022-05-09 22:00:00,9.04
2022-05-09 23:00:00,11.1
2022-05-10 00:00:00,5.05
2022-05-10 01:00:00,10.8
2022-05-10 02:00:00,4.40
2022-05-10 03:00:00,6.14
2022-05-10 04:00:00,4.13
2022-05-10 05:00:00,7.05
2022-05-10 06:00:00,6.80
2022-05-10 07:00:00,10.6
2022-05-10 08:00:00,12.5
2022-05-10 09:00:00,10.3
2022-05-10 10:00:00,6.14
2022-05-10 11:00:00,9.77
2022-05-10 12:00:00,6.92
2022-05-10 13:00:00,5.54
2022-05-10 14:00:00,5.64
2022-05-10 15:00:00,7.53
2022-05-10 16:00:00,6.78
2022-05-10 17:00:00,10.5
2022-05-10 18:00:00,8.28
2022-05-10 19:00:00,5.84
2022-05-10 20:00:00,9.51
2022-05-10 21:00:00,4.59
2022-05-10 22:00:00,11.5
2022-05-10 23:00:00,8.86
2022-05-11 00:00:00,8.02
2022-05-11 01:00:00,7.57
2022-05-11 02:00:00,3.99
2022-05-11 03:00:00,8.88
2022-05-11 04:00:00,5.40
2022-05-11 05:00:00,8.21
2022-05-11 06:00:00,6.05
2022-05-11 07:00:00,5.35
2022-05-11 08:00:00,5.59
2022-05-11 09:00:00,11.9
2022-05-11 10:00:00,8.18
2022-05-11 11:00:00,7.68
2022-05-11 12:00:00,6.54
2022-05-11 13:00:00,5.93
2022-05-11 14:00:00,4.45
2022-05-11 15:00:00,6.36
2022-05-11 16:00:00,6.10
2022-05-11 17:00:00,10.3
2022-05-11 18:00:00,8.39
2022-05-11 19:00:00,12.1
2022-05-11 20:00:00,7.60
2022-05-11 21:00:00,10.3
2022-05-11 22:00:00,5.79
2022-05-11 23:00:00,12.9
2022-05-12 00:00:00,6.17
2022-05-12 01:00:00,5.57
2022-05-12 02:00:00,8.31
2022-05-12 03:00:00,5.97
2022-05-12 04:00:00,3.50
2022-05-12 05:00:00,5.24
2022-05-12 06:00:00,6.29
2022-05-12 07:00:00,7.34
2022-05-12 08:00:00,8.48
2022-05-12 09:00:00,8.04
2022-05-12 10:00:00,8.81
2022-05-12 11:00:00,5.70
2022-05-12 12:00:00,12.5
2022-05-12 13:00:00,7.11
2022-05-12 14:00:00,5.83
2022-05-12 15:00:00,5.94
2022-05-12 16:00:00,6.48
2022-05-12 17:00:00,12.1
2022-05-12 18:00:00,7.59
2022-05-12 19:00:00,12.8
2022-05-12 20:00:00,10.1
2022-05-12 21:00:00,6.97
2022-05-12 22:00:00,6.60
2022-05-12 23:00:00,11.9
2022-05-13 00:00:00,6.27
2022-05-13 01:00:00,4.87
2022-05-13 02:00:00,8.72
2022-05-13 03:00:00,3.58
2022-05-13 04:00:00,3.41
2022-05-13 05:00:00,5.44
2022-05-13 06:00:00,6.32
2022-05-13 07:00:00,5.98
2022-05-13 08:00:00,8.44
2022-05-13 09:00:00,7.71
2022-05-13 10:00:00,6.44
2022-05-13 11:00:00,8.30
2022-05-13 12:00:00,3.95
2022-05-13 13:00:00,11.6
2022-05-13 14:00:00,5.62
2022-05-13 15:00:00,8.87
2022-05-13 16:00:00,7.96
2022-05-13 17:00:00,9.06
2022-05-13 18:00:00,8.59
2022-05-13 19:00:00,8.29
2022-05-13 20:00:00,5.74
2022-05-13 21:00:00,7.12
2022-05-13 22:00:00,10.8
2022-05-13 23:00:00,6.19
2022-05-14 00:00:00,4.95
2022-05-14 01:00:00,5.38
2022-05-14 02:00:00,8.34
2022-05-14 03:00:00,3.91
2022-05-14 04:00:00,4.40
2022-05-14 05:00:00,3.32
2022-05-14 06:00:00,5.68
2022-05-14 07:00:00,4.96
2022-05-14 08:00:00,7.05
2022-05-14 09:00:00,9.41
2022-05-14 10:00:00,7.34
2022-05-14 11:00:00,6.71
2022-05-14 12:00:00,7.29
2022-05-14 13:00:00,10.00
2022-05-14 14:00:00,5.38
2022-05-14 15:00:00,6.80
2022-05-14 16:00:00,6.28
2022-05-14 17:00:00,7.31
2022-05-14 18:00:00,5.67
2022-05-14 19:00:00,7.68
2022-05-14 20:00:00,5.29
2022-05-14 21:00:00,5.87
2022-05-14 22:00:00,6.69
2022-05-14 23:00:00,10.5
2022-05-15 00:00:00,10.7
2022-05-15 01:00:00,6.16
2022-05-15 02:00:00,3.34
2022-05-15 03:00:00,6.79
2022-05-15 04:00:00,3.83
2022-05-15 05:00:00,4.19
2022-05-15 06:00:00,3.55
2022-05-15 07:00:00,5.27
2022-05-15 08:00:00,7.51
2022-05-15 09:00:00,7.53
2022-05-15 10:00:00,10.1
2022-05-15 11:00:00,6.48
2022-05-15 12:00:00,6.86
2022-05-15 13:00:00,7.37
2022-05-15 14:00:00,8.63
2022-05-15 15:00:00,8.94
2022-05-15 16:00:00,7.36
2022-05-15 17:00:00,5.94
2022-05-15 18:00:00,7.10
2022-05-15 19:00:00,10.7
2022-05-15 20:00:00,4.50
2022-05-15 21:00:00,8.26
2022-05-15 22:00:00,7.16
2022-05-15 23:00:00,10.2
2022-05-16 00:00:00,13.1
2022-05-16 01:00:00,3.66
2022-05-16 02:00:00,2.87
2022-05-16 03:00:00,5.55
2022-05-16 04:00:00,4.82
2022-05-16 05:00:00,7.61
2022-05-16 06:00:00,6.59
2022-05-16 07:00:00,7.46
2022-05-16 08:00:00,6.86
2022-05-16 09:00:00,5.90
2022-05-16 10:00:00,5.86
2022-05-16 11:00:00,6.12
2022-05-16 12:00:00,6.45
2022-05-16 13:00:00,4.31
2022-05-16 14:00:00,9.28
2022-05-16 15:00:00,6.41
2022-05-16 16:00:00,4.87
2022-05-16 17:00:00,7.06
2022-05-16 18:00:00,6.49
2022-05-16 19:00:00,8.13
2022-05-16 20:00:00,6.56
2022-05-16 21:00:00,5.72
2022-05-16 22:00:00,10.5
2022-05-16 23:00:00,7.89
2022-05-17 00:00:00,7.81
2022-05-17 01:00:00,5.05
2022-05-17 02:00:00,6.56
2022-05-17 03:00:00,2.98
2022-05-17 04:00:00,5.28
2022-05-17 05:00:00,4.32
2022-05-17 06:00:00,12.2
2022-05-17 07:00:00,9.75
2022-05-17 08:00:00,6.92
2022-05-17 09:00:00,9.19
2022-05-17 10:00:00,8.05
2022-05-17 11:00:00,7.81
2022-05-17 12:00:00,1.66

